analyte,sample_number,unit_note,value
manganese,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0687242
nickel,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00655465
copper,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.013603
zinc,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0533806
magnesium,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.00955
arsenic,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0478669
bromine,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0704089
strontium,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0476923
barium,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.176264
lead,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00629769
uranium,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00220078
methane,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.701526
hydrogen sulphide,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.07
hydrogen,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0493391
carbon monoxide,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0236268
nitrate,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.026
nitrite,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.018
sulfate,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1575.0
chloride,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.1
phosphate,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.011
ferrous iron,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.0
bicarbonate,P1.0617,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,24.0
lithium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.2144
boron,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.15912
sodium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,429.295
aluminium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.9245
silicon,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,146.981
potassium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,44.1123
calcium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.89556
chromium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0548934
iron,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.422416
manganese,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0084759
nickel,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00403082
copper,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.06753
zinc,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0625026
magnesium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.52908
arsenic,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.512968
selenium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00481471
bromine,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.70446
strontium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0201377
molybdenum,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00336878
barium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.392185
lead,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00459972
methane,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.183517
hydrogen sulphide,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.6
hydrogen,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0990485
carbon monoxide,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0369244
nitrate,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.028
nitrite,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.558
sulfate,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,114.0
chloride,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,546.0
phosphate,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.022
bicarbonate,P1.0618,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,108.0
lithium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.87343
boron,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.8902
sodium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,408.641
aluminium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.619335
silicon,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,126.834
potassium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,38.9082
calcium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.30689
chromium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0117002
manganese,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0255662
copper,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00952228
zinc,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0219661
magnesium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.445951
arsenic,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.258375
selenium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00688128
bromine,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.73813
strontium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0331115
molybdenum,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00181388
barium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.22598
methane,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0922055
hydrogen sulphide,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.45
hydrogen,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0934053
carbon monoxide,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0258279
nitrate,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.028
nitrite,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.901
sulfate,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,195.0
chloride,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,531.0
phosphate,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.018
bicarbonate,P1.0619,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,31.0
lithium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.89304
boron,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.01524
sodium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,404.364
aluminium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.541339
silicon,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,130.241
potassium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,37.3343
calcium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.51743
chromium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0110525
manganese,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0309359
nickel,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00522336
copper,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0110018
zinc,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0236792
magnesium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.384661
arsenic,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.281687
bromine,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.61129
strontium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0405847
barium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.207491
methane,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0892973
hydrogen sulphide,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.04
hydrogen,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0767823
carbon monoxide,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0241819
nitrate,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.028
nitrite,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.005
ammonium,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.128
sulfate,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,197.0
chloride,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,499.0
phosphate,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.053
bicarbonate,P1.0620,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,39.0
lithium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.66056
boron,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.25808
sodium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,368.541
aluminium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.56242
silicon,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,137.885
potassium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,37.6184
calcium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.60044
chromium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0176095
iron,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.484617
manganese,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0863203
nickel,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00192315
copper,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0134838
zinc,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0983274
magnesium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.948824
arsenic,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.249049
selenium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00343687
bromine,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.26369
strontium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0469689
barium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.311553
methane,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.05098
hydrogen sulphide,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.3
hydrogen,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0331932
carbon monoxide,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0356347
nitrate,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.032
nitrite,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.492
sulfate,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,278.0
chloride,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,464.0
phosphate,P1.0621,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.096
lithium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.80511
boron,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.69053
sodium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,391.854
aluminium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.514919
silicon,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,135.502
potassium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,37.0901
calcium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.54225
chromium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0132647
manganese,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0456599
nickel,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00129364
copper,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0110794
zinc,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0450785
magnesium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.516738
arsenic,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.224327
bromine,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.51661
strontium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0411996
barium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.24629
lead,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00132139
methane,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.81334
hydrogen sulphide,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.3
hydrogen,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0983737
carbon monoxide,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0141442
nitrate,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.028
nitrite,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.294
sulfate,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,205.0
chloride,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,488.0
phosphate,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.055
bicarbonate,P1.0622,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,55.0
lithium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.7871
boron,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.50403
sodium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,405.29
aluminium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.617822
silicon,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,131.924
potassium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,36.3627
calcium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.4215
chromium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0115413
manganese,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.046403
nickel,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00128703
copper,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00754232
zinc,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0187114
magnesium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.597371
arsenic,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.170244
strontium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0390039
barium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.262923
lead,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00582126
methane,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.294574
hydrogen sulphide,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.9
hydrogen,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0681635
carbon monoxide,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0180219
nitrate,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.026
nitrite,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.005
ammonium,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.349
sulfate,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,200.0
chloride,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,485.0
phosphate,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.038
bicarbonate,P1.0623,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,41.0
lithium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.77986
boron,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.56093
sodium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,388.606
aluminium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.533417
silicon,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,129.065
potassium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,36.9061
calcium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.96499
chromium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0128167
manganese,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0468485
nickel,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00104329
copper,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00666267
zinc,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0190275
magnesium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.644891
arsenic,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.102745
selenium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00457427
bromine,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.33381
strontium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0401809
molybdenum,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000506056
barium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.270977
lead,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000762901
methane,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.212306
hydrogen sulphide,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.4
hydrogen,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.364114
carbon monoxide,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0141892
nitrate,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.027
nitrite,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.351
sulfate,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,195.0
chloride,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,481.0
phosphate,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.044
bicarbonate,P1.0624,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,41.0
lithium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.7251
boron,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.48663
sodium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,391.908
aluminium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.548593
silicon,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,132.93
potassium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,37.2538
calcium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.83918
chromium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0121046
manganese,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0480276
nickel,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0014391
copper,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00905302
zinc,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0366225
magnesium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.689392
arsenic,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.100828
selenium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00406928
bromine,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.40721
strontium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0422456
molybdenum,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00308704
barium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.261135
lead,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000305158
methane,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.225584
hydrogen sulphide,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.0
hydrogen,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.195698
carbon monoxide,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0161478
nitrate,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.026
nitrite,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.362
sulfate,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,193.0
chloride,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,482.0
phosphate,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.033
bicarbonate,P1.0625,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,39.0
lithium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.09346
boron,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.51282
sodium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,234.309
aluminium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.71045
silicon,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,95.3434
potassium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,31.7903
calcium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.1069
vanadium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00223931
chromium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0152172
iron,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.45224
manganese,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.290004
nickel,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00148804
copper,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00819385
zinc,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0451867
magnesium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.92834
arsenic,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0577797
selenium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00376824
bromine,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.41881
strontium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.089212
molybdenum,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000557073
barium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.273625
methane,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.244358
hydrogen sulphide,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.38
hydrogen,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0308151
nitrate,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.171
nitrite,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
ammonium,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.87
sulfate,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,161.0
chloride,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,280.0
phosphate,P1.0626,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.035
lithium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.89252
boron,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.42977
sodium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,395.937
aluminium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.2991
silicon,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,129.636
potassium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,47.6946
calcium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.9876
vanadium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00463286
chromium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0160877
iron,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.14476
manganese,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.403612
nickel,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00733517
copper,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00809477
zinc,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0557572
magnesium,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.75853
arsenic,P1.0627,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.081727
