timestamp_utc,sample_number,kind,url,status,bytes
2026-05-27T07:19:47.022662+00:00,P1.0849,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0849,ok,3349
2026-05-27T07:19:49.070521+00:00,P1.0850,chemistry,https://1000springs.org.nz/chemistryJson/P1.0850,ok,967
2026-05-27T07:19:51.166275+00:00,P1.0850,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0850,ok,2878
2026-05-27T07:19:53.268267+00:00,P1.0851,chemistry,https://1000springs.org.nz/chemistryJson/P1.0851,ok,1003
2026-05-27T07:19:55.216020+00:00,P1.0851,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0851,ok,4094
2026-05-27T07:19:57.264520+00:00,P1.0655,chemistry,https://1000springs.org.nz/chemistryJson/P1.0655,ok,1179
2026-05-27T07:19:58.798161+00:00,P1.0655,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0655,ok,3844
2026-05-27T07:20:00.847744+00:00,P1.0893,chemistry,https://1000springs.org.nz/chemistryJson/P1.0893,ok,1130
2026-05-27T07:20:02.791741+00:00,P1.0893,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0893,ok,5003
2026-05-27T07:20:04.843842+00:00,P1.0894,chemistry,https://1000springs.org.nz/chemistryJson/P1.0894,ok,1030
2026-05-27T07:20:06.473113+00:00,P1.0894,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0894,ok,12307
2026-05-27T07:20:08.451676+00:00,P1.0912,chemistry,https://1000springs.org.nz/chemistryJson/P1.0912,ok,1069
2026-05-27T07:20:10.060054+00:00,P1.0912,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0912,status_404,28
2026-05-27T07:20:11.484611+00:00,P1.0913,chemistry,https://1000springs.org.nz/chemistryJson/P1.0913,ok,1177
2026-05-27T07:20:13.541712+00:00,P1.0913,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0913,status_404,28
2026-05-27T07:20:14.976318+00:00,P1.0914,chemistry,https://1000springs.org.nz/chemistryJson/P1.0914,ok,961
2026-05-27T07:20:16.922826+00:00,P1.0914,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0914,status_404,28
2026-05-27T07:20:18.838729+00:00,P1.0915,chemistry,https://1000springs.org.nz/chemistryJson/P1.0915,ok,1140
2026-05-27T07:20:20.609713+00:00,P1.0915,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0915,status_404,28
2026-05-27T07:20:22.082714+00:00,P1.0916,chemistry,https://1000springs.org.nz/chemistryJson/P1.0916,ok,948
2026-05-27T07:20:24.046065+00:00,P1.0916,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0916,status_404,28
2026-05-27T07:20:26.141344+00:00,P1.0917,chemistry,https://1000springs.org.nz/chemistryJson/P1.0917,ok,1057
2026-05-27T07:20:27.843342+00:00,P1.0917,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0917,status_404,28
